shift_id,note,category
S108714,.,blank
S101860,"oorhandiging was laat, gewag vir sleutels",late_handover
S104813,"client wanted extra man on the gate for the event, approved",client_requested
S102738,"no replacement sen, ngicela sort this out",absence_cover
S102457,"GEDEK VIR TSHABALALA, SIEK GEMELD",absence_cover
S109258,n/a,blank
S104065,klient het ekstra ure gevra vir stocktake,client_requested
S106134,klient het ekstra ure gevra vir stokctake,client_requested
S104737,ntr,blank
S108111,"lift out of order, everything carried up stairs, took long",equipment_failure
S107379,"uTshabalala akezanga namhlanje, ngimele yena",absence_cover
S105790,extra hours approved by client for the event setup,client_requested
S101975,centre mgr requested additional cover for socktake,client_requested
S103015,"requested by centre management for load in, signed off",client_requested
S108376,"relief only arrived six, stayed until then",absence_cover
S107834,sharp,blank
S105111,no incidents,absence_cover
S102752,"requested by centre management for load in, signed off",client_requested
S104303,"umavuso akezanga namhlaje, ngimele yena",absence_cover
S101503,"double duty today, Mabaso on family responsibility leave",absence_cover
S107725,,blank
S106111,COVERED FOR MOLEFE AGAIN - 3RD TIME THIS MONTH,absence_cover
S103023,niks om te rapporteer nie,routine
S100589,stood in for Mavuso,absence_cover
S100308,"UBOTHA AKEZANGA NAMHLANJE, NGIMELE YENA..",absence_cover
S104634,covered for ngcobo again - 3rd time this month,absence_cover
S106676,Centre mgr requested additional cover for stocktake,client_requested
S101329,"late handover, waiting on ppaerwork..",late_handover
S103782,.,blank
S100173,relief no show AGAIN,absence_cover
S103024,stood in for Fourie,routine
S104314,"buffer machine kaput, did the floor by hand",equipment_failure
S101799,"took Wyk shfit as well, 2 posts 1 guard",absence_cover
S106226,"oorhandiging was laat, gewag vir sleutels",late_handover
S101914,"client wanted extra man on the gate for the event, approved",client_requested
S103983,ok,blank
S100260,"requested by centre management for laod in, siigned off",client_requested
S106095,relief no show AGAIN..,absence_cover
S104101,double shift because relief nevre pitched !,absence_cover
S102185,"gate motor faied, manned it by hand till 06:00",equipment_failure
S101029,all quiet,routine
S106177,niks om te rapporteer nie,routine
S101540,"relief never arriived, stayed on till 6am..",absence_cover
S103555,Covering for Mabaso - booked off sick,absence_cover
S100187,"late handover, waiting on paperwork..",late_handover
S100994,shift handover delayed by 30 min,late_handover
S108396,akukho lutho,routine
S108964,"macine down again, took twice as long..",equipment_failure
S105197,Client asked for extra patrol after the break-in Tuesday,client_requested
S108086,"generator fault, stayed to monitor..",equipment_failure
S104812,"gedek vir Wyk, siek gemeld",absence_cover
S103937,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested
S108875,all quiet,routine
S109345,"waited 25 min for handover, OB book not signed",late_handover
S103752,stood in for Ndlovu,routine
S105864,all good,routine
S103788,"additional cover requested by site manager, signed off",client_requested
S108707,extra hours approved by client for the event setup..,client_requested
S105904,"waited 45 min for handover, OB book not signed",late_handover
S108183,"double duty today, Radebe on family responsibility leave",absence_cover
S106897,client asked for extra patrol after the break-in tuesday,client_requested
S101626,"control room says relief coming, nobody came..",absence_cover
S108720,"took botha shift as welll, 2 posts 1 guard",absence_cover
S100151,"no replacement sent, ngicla sort this out",absence_cover
S108351,Client asked for extra patrol after the break-n Tuesday,client_requested
S101876,"gedek vir Sibiya, siek gemeld",absence_cover
S107598,"double dtuy today, Mabaso on family responsibility leave",absence_cover
S101611,"additional cover requested by site manager, signed off",client_requested
S100686,"double dtuy today, sibiya on family responsibility leave..",absence_cover
S105135,ntr,blank
S105437,"late handoverr, waiting on paperwork..",late_handover
S107612,shift handover delayed by 30 min,late_handover
S105334,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested
S107907,"relief only arrived 0600, stayed until then",absence_cover
S100176,relief no show AGAIN,absence_cover
S105236,quiet shift,routine
S102422,fine,blank
S106865,"waited 40 min for handover, OB book not signed",late_handover
S109275,"next shift akafikanga, ngihlale kuze kbue 0600",absence_cover
S101634,"client wanted extra man on the gate for the event, approved",client_requested
S103504,-,blank
S108589,"gate motor failed, manned it by hand till 6am",equipment_failure
S107748,Covering for Raddebe - booked off sick,absence_cover
S100722,"no replacement sent, ngiceela sort thiis out",absence_cover
S106105,"client wanted extra man on the gate for the event, approved",client_requested
S108840,Client asked for extra patrol after the break-in Tuesday,client_requested
S104494,all good,routine
S104059,"handover late agn, keys missing",late_handover
S107987,"control room says relief coming, nobody came",absence_cover
S105786,"client asked us to stay for the delivery, ok'd by centre mgmt !",client_requested
S101880,"generator fault, stayed to monitor",equipment_failure
S103591,"client says stay till 06h000, dont know if office approved",client_requested
S107064,"generator fault, stayed to monitor",equipment_failure
S100258,"took Zulu shift as well, 2 posts 1 guard",absence_cover
S101493,"extra patrol per client email, approved by ofice..",client_requested
S108173,"jacobs didnt come in, covered the psot",absence_cover
S107362,"gate motor failed, manned it by hand till 6am",equipment_failure
S106155,"relief only arrived 06h00, stayed until then..",absence_cover
S105417,"covering Baloyi post, no show no call",absence_cover
S107630,ok,blank
S101106,"gedek vir sibiya, siek gemeld",absence_cover
S104193,quiet shift,routine
S100708,relief no show AGAN,absence_cover
S100746,covering for mthembu - booked off sick,absence_cover
S104863,"handover late again, keys missing",late_handover
S104353,quiet shift,routine
S108312,"lift out of order, everything carried up stairs, took long",equipment_failure
S107015,shift handover delayed by 25 min,late_handover
S105321,"generator fault, stayed to monitor",equipment_failure
S101345,"oorhandiging was laat, gewag vir sleutels..",late_handover
S105442,niks om te rapporteer nie,routine
S109354,"late handover, waiting on paperwork",late_handover
S106794,as per normal,routine
S108276,"machine down agn, toook twice as long",equipment_failure
S105716,no relief. stayed. someone must pls sort the roster,absence_cover
S107347,"covering Mabaso pst, no show no call",absence_cover
S109303,"took Molefe shift as well, 2 posts 1 guard",absence_cover
S106462,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S107420,"waited 30 min for handover, OB book not signed..",late_handover
S108102,"requested by centre management for load in, signed off",client_requested
S104907,"machine down ang, took twice as long..",equipment_failure
S104285,Client requested deep clean bfore the audit - approved,client_requested
S106215,"late handover, waiting on paperwork",late_handover
S106269,"Radebe didnt come in, covered the pst",absence_cover
S106418,client requested deep clean before the audit - approved,client_requested
S104318,double shift bc relief never pitched..,absence_cover
S103038,"client asked us to stay for the delivery, ok'd by centre mgmt !",client_requested
S101593,"next shift akafikanga, ngihlale kuze kube 06h00",absence_cover
S108484,fine,blank
S102184,"client wanted extra man on the gate for the event, approved",client_requested
S103827,"handover late again, keys missing",late_handover
S102641,ok,blank
S106425,Client asked for extra patrol after the break-in Tuesday,client_requested
S106887,relief no show AGAIN,absence_cover
S106310,stood in for botha,absence_cover
S103769,Covering for Molefe - booked off sick !,absence_cover
S109125,"buffer machine kaput, did the floor by hand",equipment_failure
S105330,all quiet,routine
S105128,"oorhandiging was laat, gewag vir sleutels",late_handover
S103548,"requested by centre management for load in, signed off",client_requested
S107828,"scrubbr broke dwon, had to do the floor manually",equipment_failure
S107360,NDLOVU OFF SICK. AGN. COVERED.,absence_cover
S100250,"relief onnly arrived sixx, styed until then",absence_cover
S105607,"gate motor failed, manned it by hand till 0600..",equipment_failure
S104909,Client asked for extra patrol after the break-in Tuesday,client_requested
S105715,"jacobs absent, took her rounds as well",absence_cover
S108256,"extra patrol per client email, approved by office",client_requested
S107025,as per normal,routine
S107860,Client requested deep clean before the audit - approved,client_requested
S108314,no issues on site,routine
S101579,"handover late agin, kys missing",late_handover
S102325,no issues on site,routine
S100961,akukho lutho,routine
S103659,"requested by centre management for load in, signed off",client_requested
S107788,"generator fault, stayed to monitor",equipment_failure
S106525,Naidoo off sick. agn. covered.,absence_cover
S100335,"stocktake ran over, client asked us to remain, they know they pay for it !",client_requested
S107697,"next shift akafikanga, ngihlale kuze kube 06h00..",absence_cover
S101797,"double duty today, Baloi on family responsibility leave",absence_cover
S101653,"client wanted extra man on the gate for the event, approved",client_requested
S104126,"took ngcobo shift as well, 2 posts 1 guard !",routine
S104313,client signde for the extra hours but real reaon is relief no show agn,absence_cover
S105082,Centre mgr requested additional cover for stocktake,client_requested
S107328,Ngcobo off sick. agn. covered.,absence_cover
S100559,"scrubber broke down, had to do the floor manually",equipment_failure
S107027,"worked through, Botha at the clinic",absence_cover
S100512,extra houurs approvved by client for the event setup,client_requested
S108843,"relief only arrived 0600, stayed until then",absence_cover
S102407,"waited 25 min for handover, OB book not signed",late_handover
S103766,"Baloyi absent, toook her rounds as well !",absence_cover
S100247,"gate motor failed, manned it by hand till 6..",equipment_failure
S107594,"gedek vir Mthembu, siek gemeld",absence_cover
S107463,"masjien is stukkend, alles met die hnd gedoen..",equipment_failure
S105085,"covering Motaung pst, no show no call",absence_cover
S108449,"STILL ON SITE, RELIEF WAS SUPPOSE TO COME 6AM",absence_cover
S100638,"covering Molefe post, no show no call",absence_cover
S108375,Client requested deep clean before the audit - approved,client_requested
S103818,stood in for Hendricks,absence_cover
S103385,adams off sick. agn. covered.,absence_cover
S109204,shift handover delayed by 40 min,late_handover
S100519,quiet shift,routine
S100263,"machhine down agnn, took twice as long",equipment_failure
S105110,"requested by centre management for load in, signed off",client_requested
S102851,"Fourie didnt come in, covered the post",absence_cover
S101066,Client requested deep clean beefore the audit - approved,client_requested
S109119,"next shift akafikanga, ngihlale kuze kube 0600..",absence_cover
S102485,"covering Mahlnagu post, no show no call..",absence_cover
S106307,"oorhandiging was laat, gewag vir sleutles",late_handover
S104640,"late handover, waitng on paperwork",late_handover
S108060,Next shift guard did not pitch. Had to cover.,absence_cover
S101897,"generator fault, stayed to monitor",equipment_failure
S103510,akukho lutho,routine
S100721,"oorhandiging was laat, gewag vir slutels",late_handover
S109244,"covering dlamini post, no show no call",absence_cover
S106524,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S104048,"Botha didnt come in, covered the post..",absence_cover
S106279,Client asked for extra patrol after the break-in Tuesday,client_requested
S100658,quiet shift,routine
S109007,-,blank
S106677,"client wanted extra man on the gate for the eent, approved",client_requested
S100303,sharp,blank
S104262,klient het ekstra ure gevra vir stocktakke,client_requested
S104829,.,blank
S103758,extra hours approved by client for the event setup,client_requested
S108053,"uMotaung akezanga namhlanje, ngimele yena",absence_cover
S100287,.,blank
S105435,"waited 25 min for handover, ob book not signed",late_handover
S108377,extra hours approved by client for the event setup,client_requested
S100543,"gate motor failed, manned it by hand till 0600..",equipment_failure
S106048,"stocktake ran over, client asked us to remain, they know thy pay for it",client_requested
S106627,extra hrs approved by client for the evetn setup !,client_requested
S104317,"machine down again, took twice as long",equipment_failure
S100585,extra hrs approved by client for the event setup,client_requested
S103322,"clent asked us to stay for the delivery, ok'd by centre mgmt",client_requested
S107281,Client asked for extra patrol after the break-in Tuesday..,client_requested
S101613,no issues on site,routine
S105263,"oorhandiging was laat, gewag vir sleutels..",late_handover
S104844,"double duty today, Baloyi on family responsibility leave",absence_cover
S109257,"UDLAMINI AKEZANGA NAMHLANJE, NGIMELE YENA..",absence_cover
S101852,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S107993,no relief. stayed. soemone must please sort the roster,absence_cover
S101673,quiet shift,routine
S100900,no relief. stayed. someone must pls sort the roster,absence_cover
S104782,"took Sibiya shift as well, 2 posts 1 guard !",routine
S100369,"control room says relief coming, nobody came",absence_cover
S107249,client requested deep clean before the audit - approved,client_requested
S100812,"client asked us to stay for the delivery, ok'd by centre mgmt !",client_requested
S105004,"Maluleke didnt come in, covered the pot..",absence_cover
S108127,.,blank
S104866,"late handover, waiting on paperwork",late_handover
S104565,"masjien is stukkend, alles met die hand gedoen..",equipment_failure
S103823,STOOD IN FOR BALOYI,absence_cover
S100337,Centre mgr requested additional cover for stocktake,client_requested
S102380,Client requested deep clean before the audit - approved,client_requested
S108008,Client requested deep claen before the audit - approved,client_requested
S108054,CLIENT SIGNED FOR THE EXTRA HRS BUT REAL REASON IS RELIEF NO SHOW AGAIN,absence_cover
S105116,,blank
S107505,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S104470,sharp,blank
S103327,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE",client_requested
S106369,"handover late agn, keys missing",late_handover
S104425,Next shift guard did not pitch. Had to cover.,absence_cover
S106790,as per normal,routine
S101341,"oorhandiging was laat, gewag vir sleutels",late_handover
S105660,"covering Adams post, no show no call",absence_cover
S103413,-,blank
S108598,double shift becaue relief never pitched,absence_cover
S101586,"scrubber broke down, had to do the floor manually",equipment_failure
S103803,"Motaung absent, took her rounds as well",absence_cover
S108867,"still on site, relief was suppose to come 06:00",absence_cover
S107569,Baloyi off sick. again. covered.,absence_cover
S107801,akukho lutho,routine
S109139,Baloyi off sick. agn. covered.,absence_cover
S100883,Next shift guard did not pitch. Had to cover.,absence_cover
S105070,"machine down agn, took twice as long..",equipment_failure
S106909,"relief never arrived, stayed on till 0600",absence_cover
S104559,"extra patrol per client email, apprved by office",client_requested
S108156,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested
S106567,"uZuulu akezanga namhlanje, ngimele yena",absence_cover
S108365,"scrubber broke down, had to do the floor manually",equipment_failure
S106218,"covering Naido post, no show no call",absence_cover
S101683,covering for khumalo - booked off sick,absence_cover
S104118,ntr,blank
S105077,Covered for Mokoena agaiin - 3rd time this month,absence_cover
S104723,ok,blank
S104246,covering for dlamini - booked off sick,absence_cover
S102918,"control room says relief coming, nobody came",absence_cover
S103872,.,blank
S108608,"worked through, botha at the clinic",absence_cover
S104021,"umahlangu akezanga namhlanje, ngimele yena",absence_cover
S100496,n/a,blank
S108206,September off sick. again. covered.,absence_cover
S104343,"worked through, Dlamini at the clinic",absence_cover
S105740,nothing to report,routine
S108052,.,blank
S101602,"extra patrol per client email, approved by office",client_requested
S100080,sharp,blank
S102635,"covering Hendricks post, no sow no call..",absence_cover
S100562,stood in for Sibiya,absence_cover
S104070,,blank
S108355,"gate motor failled, manned it by hand till 06:00",equipment_failure
S100623,no issues on site,routine
S106964,"next shift akafikanga, ngihlale kuze kube 6",absence_cover
S101119,"requested by centre management for load in, signed off",client_requested
S103645,"masjien is stukkend, alles met die hand gedoen",equipment_failure
S106135,client signed for the extra hrs but real reason is relief no show agn,absence_cover
S108455,client asked for extra patrol after the break-in tuesday,client_requested
S102759,ok,blank
S105779,n/a,blank
S105906,"double duty today, Adams on family responsibility leave",absence_cover
S107067,"ADDITIONAL COVER REQUESTED BY SIITE MANAGER, SIGNED OFF !",client_requested
S103580,"requested by centre management for load in, signed off",client_requested
S100556,Client requested deep clean before the audit - approved,client_requested
S107252,"covering mabaso post, no show no call !",absence_cover
S101765,all good,routine
S101796,extra hours approved by client for the event setup,client_requested
S102693,Sithoel off sick. again. covered.,absence_cover
S101519,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S107164,"stocktake ran over, client ased us to remain, they know they pay for it",client_requested
S108036,"client asked us to stay for the delivery, ok'd by centre mgmt..",client_requested
S109315,"machine down agn, took twice as long",equipment_failure
S103762,"Ngcobo didnt come in, covered the post",absence_cover
S100709,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested
S105296,"client says stay till six, dont knwo if office approved",client_requested
S101569,"generator fault, stayed to monitor..",equipment_failure
S105347,ntr,blank
S103252,client asked for extra patrol after the breaki-n tuesday !,client_requested
S101449,-,blank
S100550,"tok Ndlovu shift as well, 2 posts 1 guard",routine
S108961,ntr,blank
S106637,"covering motaung post, no show no call",absence_cover
S104009,"took Manuel shift as well, 2 posts 1 guard..",routine
S103027,"gedek vir Mthembu, siek gemeld",absence_cover
S106515,"aflos het nie opgedaag nie, mes aanbly",absence_cover
S106388,no relief. stayed. someone must please sort the roster,absence_cover
S100356,"scrubber broke down, had to do the floor manually",equipment_failure
S107006,"clieent asked us to stay for the delivery, ok'd by centre mgmt",client_requested
S100645,double shift bc releif never pitched,absence_cover
S102980,Sithole off sick. agn. covered.,absence_cover
S102720,ntr,blank
S104617,"client wanted extra man on the gate for the event, approved",client_requested
S101508,"BFUFER MACHINE KAPUT, DID THE FLOOR BY HAND",equipment_failure
S106544,"double duty today, Molefe on family responsibillity leave",absence_cover
S108184,"gedek vir Tshabalala, siek gemeld",absence_cover
S101615,"control room says relief coming, nobody came",absence_cover
S107722,as per normal,routine
S104547,"waited 25 min for handover, OB book not signed",late_handover
S103554,"oorhandiging was laat, gewag vir sleutels",late_handover
S100703,"additional cover requested by site mgr, signed off",client_requested
S109320,centre managger requested additoinal coevr for stocktake,client_requested
S102163,"Hendricks didnt come in, covered the psot",absence_cover
S102922,"requested by centre management for load in, siged off",client_requested
S101063,"handover late agn, keys missing",late_handover
S107410,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S107063,stood in for molefe,absence_cover
S100720,Wyk off sick. again. covered.,absence_cover
S103641,"client says stay till 0600, dont know if office approoved..",client_requested
S101110,extra hrs approved by client for the event settup,client_requested
S100472,quiet shift,routine
S104332,"next shift akafikanga, ngihlale kuze kube 6",absence_cover
S103216,"waited 50 min for handover, ob book not signed",late_handover
S102518,DOUBLE SHIFT BECAUSE RELIEF NEVER PITCHED,absence_cover
S100338,"client wanted extra man on the gate for the event, approved",client_requested
S105613,"client wanted extra man on the gate for the event, approved",client_requested
S103748,Next shift guard did not pitch. Had to cover.,absence_cover
S109340,stood in for nkosi,routine
S108023,covered for september again - 3rd time this month,absence_cover
S107298,"double duty today, naidoo on fammily responsibility leave..",absence_cover
S103767,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED,client_requested
S104346,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S105195,"gedek vir Baloyi, siek gemeld",absence_cover
S100144,Next shift guard did not pitch. Had to cover.,absence_cover
S105423,"worked through, nkosi at the clinic",absence_cover
S105333,"took Adams shift as well, 2 posts 1 guard",routine
S107610,ok,blank
S107767,"waited for relief, nobody came througgh",late_handover
S107972,"client asked us to stay for the delivery, okd' by centre mgmt",client_requested
S107177,"client asked us to stay for the delivery, okd' by centre mgmt",client_requested
S109105,"masjien is stukkend, alles met die hand gedoen",equipment_failure
S100969,all fine,blank
S105370,"covering Ndlovu post, no show no call !",absence_cover
S106526,no incidents,absence_cover
S103981,"buffer machine kaput, did the floor by hand",equipment_failure
S109295,"extra patrol per client email, approved by office",client_requested
S102075,mabaso off sick. agn. covered..,absence_cover
S102160,klient het ektra ure gevra vir stocktake,client_requested
S104074,"scrubber broke down, had to do the floor manually",equipment_failure
S100166,"buffer machine kaput, did the floor by hand",equipment_failure
S102535,quiet shift,routine
S105844,"client asked us to stay for the delivery, ok'd by centre mgmt..",client_requested
S100735,"requested by centre management for load in, signed off",client_requested
S105683,klient het ekstra ure gevra vir stocktake,client_requested
S107998,"control room says relief coming, nobody came..",absence_cover
S100574,covering for ngcobo - booked off sick,absence_cover
S103505,Covering for Mavuso - booked off sick,absence_cover
S104752,.,blank
S100876,"worked through, Mavuso at the clinic",absence_cover
S102156,kliennt het ekstra ure gevra vir stocktake,client_requested
S106609,shift handover delayed by 25 min,late_handover
S103588,"late handover, waiting on paperwork",late_handover
S101813,ntr,blank
S106469,CENTRE MANAGER REQUESTED ADDITIONAL COVER FOR STOCKTAKE,client_requested
S101115,"control room says relief coming, nobody came",absence_cover
S108703,"scrubber broke down, had to do the floor manually",equipment_failure
