shift_id,category,note
S107997,late_handover,"waited 25 min for handover, OB book not signed"
S101101,equipment_failure,"buffer machine kaput, did the floor by hand"
S106368,absence_cover,"took Mthembu sift as well, 2 posts 1 guard"
S100650,late_handover,"hanodver late again, keys missing"
S102313,equipment_failure,"scrubber broke dow, had to do the floor manually"
S105832,absence_cover,no relief. stayed. someone must pleasse sort the roster
S106260,absence_cover,"Fourie absent, took her rounds as well"
S102468,absence_cover,"gedek vir Sibiya, siek gmeld !"
S103572,absence_cover,"still on site, relief was suppose to come 6am"
S105038,absence_cover,"covering Khumalo poost, no show no call"
S108041,absence_cover,stood in for Sibiya
S105104,client_requested,"client says stay till 6am, dont know if office approved"
S106517,absence_cover,"covering Ngcobo post, no show no call"
S103677,client_requested,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S108890,absence_cover,"coverng Mokoena post, no show no call"
S104902,absence_cover,"took Zulu shift as well, 2 posts 1 guard"
S106815,absence_cover,"uKhumalo akezanga namhlanje, ngimele yena"
S106110,equipment_failure,"scrubber broke down, had to do the floor manually"
S103096,absence_cover,"still on site, relief was suppose to come 0h600"
S103034,client_requested,Client asked for extra patrol after the break-in Tuesday
S100272,client_requested,"extra patrol per client email, approved by office"
S109168,absence_cover,"took radebe shift as well, 2 posts 1 guard"
S106426,absence_cover,"sibiya didnt come in, covered the post"
S106302,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S101930,equipment_failure,"buffer machine kaput, did the floor by hand"
S104426,absence_cover,"Jacobs ddnt come in, covered the post"
S100225,blank,n/a
S102621,routine,all good
S105134,blank,fine
S106959,late_handover,shift handover delayed by 30 min
S100776,client_requested,"client wanted extra man on the gate for the event, approved"
S107712,absence_cover,relief no show AGAIN
S101017,routine,akukho lutho
S103042,absence_cover,Covering for Adams - booked off sick
S101783,absence_cover,"Mthembu absent, took her rounds as well"
S101489,absence_cover,"KHUMALO ABSENT, TOOK HER ROUNDS AS WELL"
S101625,client_requested,klient het ekstra ure gevra vir stocktake
S106255,routine,nothing to report
S100111,routine,no issues on site
S101389,client_requested,"requested by centre management for load in, signed off"
S101594,absence_cover,Covering for Motaung - booked off sick
S108714,blank,.
S101860,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104813,client_requested,"client wanted extra man on the gate for the event, approved"
S102738,absence_cover,"no replacement sen, ngicela sort this out"
S102457,absence_cover,"GEDEK VIR TSHABALALA, SIEK GEMELD"
S109258,blank,n/a
S104065,client_requested,klient het ekstra ure gevra vir stocktake
S106134,client_requested,klient het ekstra ure gevra vir stokctake
S104737,blank,ntr
S108111,equipment_failure,"lift out of order, everything carried up stairs, took long"
S107379,absence_cover,"uTshabalala akezanga namhlanje, ngimele yena"
S105790,client_requested,extra hours approved by client for the event setup
S101975,client_requested,centre mgr requested additional cover for socktake
S103015,client_requested,"requested by centre management for load in, signed off"
S108376,absence_cover,"relief only arrived six, stayed until then"
S107834,blank,sharp
S105111,routine,no incidents
S102752,client_requested,"requested by centre management for load in, signed off"
S104303,absence_cover,"umavuso akezanga namhlaje, ngimele yena"
S101503,absence_cover,"double duty today, Mabaso on family responsibility leave"
S107725,blank,
S106111,absence_cover,COVERED FOR MOLEFE AGAIN - 3RD TIME THIS MONTH
S103023,routine,niks om te rapporteer nie
S100589,absence_cover,stood in for Mavuso
S100308,absence_cover,"UBOTHA AKEZANGA NAMHLANJE, NGIMELE YENA.."
S104634,absence_cover,covered for ngcobo again - 3rd time this month
S106676,client_requested,Centre mgr requested additional cover for stocktake
S101329,late_handover,"late handover, waiting on ppaerwork.."
S103782,blank,.
S100173,absence_cover,relief no show AGAIN
S103024,absence_cover,stood in for Fourie
S104314,equipment_failure,"buffer machine kaput, did the floor by hand"
S101799,absence_cover,"took Wyk shfit as well, 2 posts 1 guard"
S106226,late_handover,"oorhandiging was laat, gewag vir sleutels"
S101914,client_requested,"client wanted extra man on the gate for the event, approved"
S103983,blank,ok
S100260,client_requested,"requested by centre management for laod in, siigned off"
S106095,absence_cover,relief no show AGAIN..
S104101,absence_cover,double shift because relief nevre pitched !
S102185,equipment_failure,"gate motor faied, manned it by hand till 06:00"
S101029,routine,all quiet
S106177,routine,niks om te rapporteer nie
S101540,absence_cover,"relief never arriived, stayed on till 6am.."
S103555,absence_cover,Covering for Mabaso - booked off sick
S100187,late_handover,"late handover, waiting on paperwork.."
S100994,late_handover,shift handover delayed by 30 min
S108396,routine,akukho lutho
S108964,equipment_failure,"macine down again, took twice as long.."
S105197,client_requested,Client asked for extra patrol after the break-in Tuesday
S108086,equipment_failure,"generator fault, stayed to monitor.."
S104812,absence_cover,"gedek vir Wyk, siek gemeld"
S103937,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108875,routine,all quiet
S109345,late_handover,"waited 25 min for handover, OB book not signed"
S103752,absence_cover,stood in for Ndlovu
S105864,routine,all good
S103788,client_requested,"additional cover requested by site manager, signed off"
S108707,client_requested,extra hours approved by client for the event setup..
S105904,late_handover,"waited 45 min for handover, OB book not signed"
S108183,absence_cover,"double duty today, Radebe on family responsibility leave"
S106897,client_requested,client asked for extra patrol after the break-in tuesday
S101626,absence_cover,"control room says relief coming, nobody came.."
S108720,absence_cover,"took botha shift as welll, 2 posts 1 guard"
S100151,absence_cover,"no replacement sent, ngicla sort this out"
S108351,client_requested,Client asked for extra patrol after the break-n Tuesday
S101876,absence_cover,"gedek vir Sibiya, siek gemeld"
S107598,absence_cover,"double dtuy today, Mabaso on family responsibility leave"
S101611,client_requested,"additional cover requested by site manager, signed off"
S100686,absence_cover,"double dtuy today, sibiya on family responsibility leave.."
S105135,blank,ntr
S105437,late_handover,"late handoverr, waiting on paperwork.."
S107612,late_handover,shift handover delayed by 30 min
S105334,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S107907,absence_cover,"relief only arrived 0600, stayed until then"
S100176,absence_cover,relief no show AGAIN
S105236,routine,quiet shift
S102422,blank,fine
S106865,late_handover,"waited 40 min for handover, OB book not signed"
S109275,absence_cover,"next shift akafikanga, ngihlale kuze kbue 0600"
S101634,client_requested,"client wanted extra man on the gate for the event, approved"
S103504,blank,-
S108589,equipment_failure,"gate motor failed, manned it by hand till 6am"
S107748,absence_cover,Covering for Raddebe - booked off sick
S100722,absence_cover,"no replacement sent, ngiceela sort thiis out"
S106105,client_requested,"client wanted extra man on the gate for the event, approved"
S108840,client_requested,Client asked for extra patrol after the break-in Tuesday
S104494,routine,all good
S104059,late_handover,"handover late agn, keys missing"
S107987,absence_cover,"control room says relief coming, nobody came"
S105786,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101880,equipment_failure,"generator fault, stayed to monitor"
S103591,client_requested,"client says stay till 06h000, dont know if office approved"
S107064,equipment_failure,"generator fault, stayed to monitor"
S100258,absence_cover,"took Zulu shift as well, 2 posts 1 guard"
S101493,client_requested,"extra patrol per client email, approved by ofice.."
S108173,absence_cover,"jacobs didnt come in, covered the psot"
S107362,equipment_failure,"gate motor failed, manned it by hand till 6am"
S106155,absence_cover,"relief only arrived 06h00, stayed until then.."
S105417,absence_cover,"covering Baloyi post, no show no call"
S107630,blank,ok
S101106,absence_cover,"gedek vir sibiya, siek gemeld"
S104193,routine,quiet shift
S100708,absence_cover,relief no show AGAN
S100746,absence_cover,covering for mthembu - booked off sick
S104863,late_handover,"handover late again, keys missing"
S104353,routine,quiet shift
S108312,equipment_failure,"lift out of order, everything carried up stairs, took long"
S107015,late_handover,shift handover delayed by 25 min
S105321,equipment_failure,"generator fault, stayed to monitor"
S101345,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S105442,routine,niks om te rapporteer nie
S109354,late_handover,"late handover, waiting on paperwork"
S106794,routine,as per normal
S108276,equipment_failure,"machine down agn, toook twice as long"
S105716,absence_cover,no relief. stayed. someone must pls sort the roster
S107347,absence_cover,"covering Mabaso pst, no show no call"
S109303,absence_cover,"took Molefe shift as well, 2 posts 1 guard"
S106462,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107420,late_handover,"waited 30 min for handover, OB book not signed.."
S108102,client_requested,"requested by centre management for load in, signed off"
S104907,equipment_failure,"machine down ang, took twice as long.."
S104285,client_requested,Client requested deep clean bfore the audit - approved
S106215,late_handover,"late handover, waiting on paperwork"
S106269,absence_cover,"Radebe didnt come in, covered the pst"
S106418,client_requested,client requested deep clean before the audit - approved
S104318,absence_cover,double shift bc relief never pitched..
S103038,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101593,absence_cover,"next shift akafikanga, ngihlale kuze kube 06h00"
S108484,blank,fine
S102184,client_requested,"client wanted extra man on the gate for the event, approved"
S103827,late_handover,"handover late again, keys missing"
S102641,blank,ok
S106425,client_requested,Client asked for extra patrol after the break-in Tuesday
S106887,absence_cover,relief no show AGAIN
S106310,absence_cover,stood in for botha
S103769,absence_cover,Covering for Molefe - booked off sick !
S109125,equipment_failure,"buffer machine kaput, did the floor by hand"
S105330,routine,all quiet
S105128,late_handover,"oorhandiging was laat, gewag vir sleutels"
S103548,client_requested,"requested by centre management for load in, signed off"
S107828,equipment_failure,"scrubbr broke dwon, had to do the floor manually"
S107360,absence_cover,NDLOVU OFF SICK. AGN. COVERED.
S100250,absence_cover,"relief onnly arrived sixx, styed until then"
S105607,equipment_failure,"gate motor failed, manned it by hand till 0600.."
S104909,client_requested,Client asked for extra patrol after the break-in Tuesday
S105715,absence_cover,"jacobs absent, took her rounds as well"
S108256,client_requested,"extra patrol per client email, approved by office"
S107025,routine,as per normal
S107860,client_requested,Client requested deep clean before the audit - approved
S108314,routine,no issues on site
S101579,late_handover,"handover late agin, kys missing"
S102325,routine,no issues on site
S100961,routine,akukho lutho
S103659,client_requested,"requested by centre management for load in, signed off"
S107788,equipment_failure,"generator fault, stayed to monitor"
S106525,absence_cover,Naidoo off sick. agn. covered.
S100335,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it !"
S107697,absence_cover,"next shift akafikanga, ngihlale kuze kube 06h00.."
S101797,absence_cover,"double duty today, Baloi on family responsibility leave"
S101653,client_requested,"client wanted extra man on the gate for the event, approved"
S104126,absence_cover,"took ngcobo shift as well, 2 posts 1 guard !"
S104313,absence_cover,client signde for the extra hours but real reaon is relief no show agn
S105082,client_requested,Centre mgr requested additional cover for stocktake
S107328,absence_cover,Ngcobo off sick. agn. covered.
S100559,equipment_failure,"scrubber broke down, had to do the floor manually"
S107027,absence_cover,"worked through, Botha at the clinic"
S100512,client_requested,extra houurs approvved by client for the event setup
S108843,absence_cover,"relief only arrived 0600, stayed until then"
S102407,late_handover,"waited 25 min for handover, OB book not signed"
S103766,absence_cover,"Baloyi absent, toook her rounds as well !"
S100247,equipment_failure,"gate motor failed, manned it by hand till 6.."
S107594,absence_cover,"gedek vir Mthembu, siek gemeld"
S107463,equipment_failure,"masjien is stukkend, alles met die hnd gedoen.."
S105085,absence_cover,"covering Motaung pst, no show no call"
S108449,absence_cover,"STILL ON SITE, RELIEF WAS SUPPOSE TO COME 6AM"
S100638,absence_cover,"covering Molefe post, no show no call"
S108375,client_requested,Client requested deep clean before the audit - approved
S103818,absence_cover,stood in for Hendricks
S103385,absence_cover,adams off sick. agn. covered.
S109204,late_handover,shift handover delayed by 40 min
S100519,routine,quiet shift
S100263,equipment_failure,"machhine down agnn, took twice as long"
S105110,client_requested,"requested by centre management for load in, signed off"
S102851,absence_cover,"Fourie didnt come in, covered the post"
S101066,client_requested,Client requested deep clean beefore the audit - approved
S109119,absence_cover,"next shift akafikanga, ngihlale kuze kube 0600.."
S102485,absence_cover,"covering Mahlnagu post, no show no call.."
S106307,late_handover,"oorhandiging was laat, gewag vir sleutles"
S104640,late_handover,"late handover, waitng on paperwork"
S108060,absence_cover,Next shift guard did not pitch. Had to cover.
S101897,equipment_failure,"generator fault, stayed to monitor"
S103510,routine,akukho lutho
S100721,late_handover,"oorhandiging was laat, gewag vir slutels"
S109244,absence_cover,"covering dlamini post, no show no call"
S106524,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104048,absence_cover,"Botha didnt come in, covered the post.."
S106279,client_requested,Client asked for extra patrol after the break-in Tuesday
S100658,routine,quiet shift
S109007,blank,-
S106677,client_requested,"client wanted extra man on the gate for the eent, approved"
S100303,blank,sharp
S104262,client_requested,klient het ekstra ure gevra vir stocktakke
S104829,blank,.
S103758,client_requested,extra hours approved by client for the event setup
S108053,absence_cover,"uMotaung akezanga namhlanje, ngimele yena"
S100287,blank,.
S105435,late_handover,"waited 25 min for handover, ob book not signed"
S108377,client_requested,extra hours approved by client for the event setup
S100543,equipment_failure,"gate motor failed, manned it by hand till 0600.."
S106048,client_requested,"stocktake ran over, client asked us to remain, they know thy pay for it"
S106627,client_requested,extra hrs approved by client for the evetn setup !
S104317,equipment_failure,"machine down again, took twice as long"
S100585,client_requested,extra hrs approved by client for the event setup
S103322,client_requested,"clent asked us to stay for the delivery, ok'd by centre mgmt"
S107281,client_requested,Client asked for extra patrol after the break-in Tuesday..
S101613,routine,no issues on site
S105263,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S104844,absence_cover,"double duty today, Baloyi on family responsibility leave"
S109257,absence_cover,"UDLAMINI AKEZANGA NAMHLANJE, NGIMELE YENA.."
S101852,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107993,absence_cover,no relief. stayed. soemone must please sort the roster
S101673,routine,quiet shift
S100900,absence_cover,no relief. stayed. someone must pls sort the roster
S104782,absence_cover,"took Sibiya shift as well, 2 posts 1 guard !"
S100369,absence_cover,"control room says relief coming, nobody came"
S107249,client_requested,client requested deep clean before the audit - approved
S100812,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S105004,absence_cover,"Maluleke didnt come in, covered the pot.."
S108127,blank,.
S104866,late_handover,"late handover, waiting on paperwork"
S104565,equipment_failure,"masjien is stukkend, alles met die hand gedoen.."
S103823,absence_cover,STOOD IN FOR BALOYI
S100337,client_requested,Centre mgr requested additional cover for stocktake
S102380,client_requested,Client requested deep clean before the audit - approved
S108008,client_requested,Client requested deep claen before the audit - approved
S108054,absence_cover,CLIENT SIGNED FOR THE EXTRA HRS BUT REAL REASON IS RELIEF NO SHOW AGAIN
S105116,blank,
S107505,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104470,blank,sharp
S103327,client_requested,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S106369,late_handover,"handover late agn, keys missing"
S104425,absence_cover,Next shift guard did not pitch. Had to cover.
S106790,routine,as per normal
S101341,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105660,absence_cover,"covering Adams post, no show no call"
S103413,blank,-
S108598,absence_cover,double shift becaue relief never pitched
S101586,equipment_failure,"scrubber broke down, had to do the floor manually"
S103803,absence_cover,"Motaung absent, took her rounds as well"
S108867,absence_cover,"still on site, relief was suppose to come 06:00"
S107569,absence_cover,Baloyi off sick. again. covered.
S107801,routine,akukho lutho
S109139,absence_cover,Baloyi off sick. agn. covered.
S100883,absence_cover,Next shift guard did not pitch. Had to cover.
S105070,equipment_failure,"machine down agn, took twice as long.."
S106909,absence_cover,"relief never arrived, stayed on till 0600"
S104559,client_requested,"extra patrol per client email, apprved by office"
S108156,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S106567,absence_cover,"uZuulu akezanga namhlanje, ngimele yena"
S108365,equipment_failure,"scrubber broke down, had to do the floor manually"
S106218,absence_cover,"covering Naido post, no show no call"
S101683,absence_cover,covering for khumalo - booked off sick
S104118,blank,ntr
S105077,absence_cover,Covered for Mokoena agaiin - 3rd time this month
S104723,blank,ok
S104246,absence_cover,covering for dlamini - booked off sick
S102918,absence_cover,"control room says relief coming, nobody came"
S103872,blank,.
S108608,absence_cover,"worked through, botha at the clinic"
S104021,absence_cover,"umahlangu akezanga namhlanje, ngimele yena"
S100496,blank,n/a
S108206,absence_cover,September off sick. again. covered.
S104343,absence_cover,"worked through, Dlamini at the clinic"
S105740,routine,nothing to report
S108052,blank,.
S101602,client_requested,"extra patrol per client email, approved by office"
S100080,blank,sharp
S102635,absence_cover,"covering Hendricks post, no sow no call.."
S100562,absence_cover,stood in for Sibiya
S104070,blank,
S108355,equipment_failure,"gate motor failled, manned it by hand till 06:00"
S100623,routine,no issues on site
S106964,absence_cover,"next shift akafikanga, ngihlale kuze kube 6"
S101119,client_requested,"requested by centre management for load in, signed off"
S103645,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S106135,absence_cover,client signed for the extra hrs but real reason is relief no show agn
S108455,client_requested,client asked for extra patrol after the break-in tuesday
S102759,blank,ok
S105779,blank,n/a
S105906,absence_cover,"double duty today, Adams on family responsibility leave"
S107067,client_requested,"ADDITIONAL COVER REQUESTED BY SIITE MANAGER, SIGNED OFF !"
S103580,client_requested,"requested by centre management for load in, signed off"
S100556,client_requested,Client requested deep clean before the audit - approved
S107252,absence_cover,"covering mabaso post, no show no call !"
S101765,routine,all good
S101796,client_requested,extra hours approved by client for the event setup
S102693,absence_cover,Sithoel off sick. again. covered.
S101519,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107164,client_requested,"stocktake ran over, client ased us to remain, they know they pay for it"
S108036,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S109315,equipment_failure,"machine down agn, took twice as long"
S103762,absence_cover,"Ngcobo didnt come in, covered the post"
S100709,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S105296,client_requested,"client says stay till six, dont knwo if office approved"
S101569,equipment_failure,"generator fault, stayed to monitor.."
S105347,blank,ntr
S103252,client_requested,client asked for extra patrol after the breaki-n tuesday !
S101449,blank,-
S100550,absence_cover,"tok Ndlovu shift as well, 2 posts 1 guard"
S108961,blank,ntr
S106637,absence_cover,"covering motaung post, no show no call"
S104009,absence_cover,"took Manuel shift as well, 2 posts 1 guard.."
S103027,absence_cover,"gedek vir Mthembu, siek gemeld"
S106515,absence_cover,"aflos het nie opgedaag nie, mes aanbly"
S106388,absence_cover,no relief. stayed. someone must please sort the roster
S100356,equipment_failure,"scrubber broke down, had to do the floor manually"
S107006,client_requested,"clieent asked us to stay for the delivery, ok'd by centre mgmt"
S100645,absence_cover,double shift bc releif never pitched
S102980,absence_cover,Sithole off sick. agn. covered.
S102720,blank,ntr
S104617,client_requested,"client wanted extra man on the gate for the event, approved"
S101508,equipment_failure,"BFUFER MACHINE KAPUT, DID THE FLOOR BY HAND"
S106544,absence_cover,"double duty today, Molefe on family responsibillity leave"
S108184,absence_cover,"gedek vir Tshabalala, siek gemeld"
S101615,absence_cover,"control room says relief coming, nobody came"
S107722,routine,as per normal
S104547,late_handover,"waited 25 min for handover, OB book not signed"
S103554,late_handover,"oorhandiging was laat, gewag vir sleutels"
S100703,client_requested,"additional cover requested by site mgr, signed off"
S109320,client_requested,centre managger requested additoinal coevr for stocktake
S102163,absence_cover,"Hendricks didnt come in, covered the psot"
S102922,client_requested,"requested by centre management for load in, siged off"
S101063,late_handover,"handover late agn, keys missing"
S107410,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107063,absence_cover,stood in for molefe
S100720,absence_cover,Wyk off sick. again. covered.
S103641,client_requested,"client says stay till 0600, dont know if office approoved.."
S101110,client_requested,extra hrs approved by client for the event settup
S100472,routine,quiet shift
S104332,absence_cover,"next shift akafikanga, ngihlale kuze kube 6"
S103216,late_handover,"waited 50 min for handover, ob book not signed"
S102518,absence_cover,DOUBLE SHIFT BECAUSE RELIEF NEVER PITCHED
S100338,client_requested,"client wanted extra man on the gate for the event, approved"
S105613,client_requested,"client wanted extra man on the gate for the event, approved"
S103748,absence_cover,Next shift guard did not pitch. Had to cover.
S109340,absence_cover,stood in for nkosi
S108023,absence_cover,covered for september again - 3rd time this month
S107298,absence_cover,"double duty today, naidoo on fammily responsibility leave.."
S103767,client_requested,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S104346,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S105195,absence_cover,"gedek vir Baloyi, siek gemeld"
S100144,absence_cover,Next shift guard did not pitch. Had to cover.
S105423,absence_cover,"worked through, nkosi at the clinic"
S105333,absence_cover,"took Adams shift as well, 2 posts 1 guard"
S107610,blank,ok
S107767,absence_cover,"waited for relief, nobody came througgh"
S107972,client_requested,"client asked us to stay for the delivery, okd' by centre mgmt"
S107177,client_requested,"client asked us to stay for the delivery, okd' by centre mgmt"
S109105,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S100969,routine,all fine
S105370,absence_cover,"covering Ndlovu post, no show no call !"
S106526,routine,no incidents
S103981,equipment_failure,"buffer machine kaput, did the floor by hand"
S109295,client_requested,"extra patrol per client email, approved by office"
S102075,absence_cover,mabaso off sick. agn. covered..
S102160,client_requested,klient het ektra ure gevra vir stocktake
S104074,equipment_failure,"scrubber broke down, had to do the floor manually"
S100166,equipment_failure,"buffer machine kaput, did the floor by hand"
S102535,routine,quiet shift
S105844,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S100735,client_requested,"requested by centre management for load in, signed off"
S105683,client_requested,klient het ekstra ure gevra vir stocktake
S107998,absence_cover,"control room says relief coming, nobody came.."
S100574,absence_cover,covering for ngcobo - booked off sick
S103505,absence_cover,Covering for Mavuso - booked off sick
S104752,blank,.
S100876,absence_cover,"worked through, Mavuso at the clinic"
S102156,client_requested,kliennt het ekstra ure gevra vir stocktake
S106609,late_handover,shift handover delayed by 25 min
S103588,late_handover,"late handover, waiting on paperwork"
S101813,blank,ntr
S106469,client_requested,CENTRE MANAGER REQUESTED ADDITIONAL COVER FOR STOCKTAKE
S101115,absence_cover,"control room says relief coming, nobody came"
S108703,equipment_failure,"scrubber broke down, had to do the floor manually"
